,Chiral_indice_n,Chiracl_indice_m,Initial_atomic_coordinate_u,Initial_atomic_coordinate_v,Initial_atomic_coordinate_w,Calculated_atomic_coordinate_u,Calculated_atomic_coordiante_v,Calculated_atomic_coordinate_w
4235,8,1,19057,543389,313049,184196,542293,312791
4236,8,1,43886,798447,281085,437702,802174,280833
4237,8,1,422572,78772,319898,420331,790402,319598
4238,8,1,55434,857081,342729,554362,862566,342489
4239,8,1,5379,85058,381542,537478,856339,381341
4240,8,1,794932,861515,349579,798809,865636,349341
4241,8,1,784025,866852,388391,787816,872281,388178
4242,8,1,854987,806117,411222,86112,811839,411137
4243,8,1,848268,815865,450035,855084,822015,450038
4244,8,1,868481,588209,123551,874424,589279,12372
4245,8,1,87291,604241,162364,880269,606644,162408
4246,8,1,700108,315408,130401,702814,312197,130554
4247,8,1,714063,330105,169213,716881,32758,169278
4248,8,1,593573,223539,192044,59447,218637,191957
4249,8,1,609544,23531,230857,611827,232028,230632
4250,8,1,32027,115468,198894,316376,107818,198782
4251,8,1,335075,116447,237706,332508,109605,237501
4252,8,1,227407,12849,260538,221966,12076,260273
4253,8,1,239344,12452,29935,234738,116912,299041
4254,8,1,115715,290546,267387,108443,285935,267111
4255,8,1,116931,276852,3062,109219,271237,305887
4256,8,1,12709,395759,329031,118504,392043,328762
4257,8,1,123351,379919,367843,114631,376457,367627
4258,8,1,285937,669895,33588,281677,671078,33564
4259,8,1,272378,654884,374693,26694,657092,374498
4260,8,1,390456,76469,397524,387392,769034,397405
4261,8,1,374687,752428,436337,371829,757295,436282
4262,8,1,664925,883553,404373,666815,889474,404252
4263,8,1,649815,881864,443186,652583,888822,44317
4264,8,1,760656,87548,466017,766131,88295,466125
4265,8,1,748236,878755,50483,753423,886374,505001
4266,8,1,883069,723148,472866,8899,727096,472987
4267,8,1,881144,736429,511679,888176,740201,511898
4268,8,1,818985,4731,185195,824151,47292,185111
4269,8,1,827949,48964,224008,834059,490556,223825
4270,8,1,740759,360415,246839,745059,359218,246548
4271,8,1,753451,375972,285652,759632,374267,285325
4272,8,1,47861,15657,253688,478956,151589,253414
4273,8,1,495159,164356,292501,495719,159355,29217
4274,8,1,365573,120532,315332,363469,113188,315013
4275,8,1,38121,123631,354145,379492,11581,353862
4276,8,1,159095,174972,322181,15359,168685,321916
4277,8,1,16709,166411,360994,162053,160758,360789
4278,8,1,121487,250728,383825,113422,245225,383696
4279,8,1,124819,238347,422638,117069,23278,422579
4280,8,1,172051,51036,390674,165644,509817,390556
4281,8,1,163694,493801,429487,15787,493269,429491
4282,8,1,246549,624028,452318,241442,626657,452418
4283,8,1,234327,608242,491131,229932,611377,491301
4284,8,1,504841,835644,459168,505214,841241,459219
4285,8,1,488283,827237,49798,488706,833603,498139
4286,8,1,61879,876369,520811,621955,884677,521053
4287,8,1,602934,872573,559624,606329,88088,5599
4288,8,1,83291,833589,527661,838495,838554,527894
4289,8,1,824299,841532,566474,830462,846956,566742
4290,8,1,875181,761653,589305,88268,766198,589609
4291,8,1,871154,77355,628117,878675,779131,628354
4292,8,1,879691,635698,23999,888544,639372,239762
4293,8,1,882029,651064,278802,890883,654902,278537
4294,8,1,84404,522746,301633,851846,523363,301341
4295,8,1,851137,539251,340446,858171,539762,340192
4296,8,1,64085,260301,308483,644117,256457,308137
4297,8,1,656125,273474,347295,659469,269134,346983
4298,8,1,528254,181776,370127,529195,175654,369917
4299,8,1,544738,191379,408939,545214,185463,40882
4300,8,1,264644,118672,376976,260938,111814,376804
4301,8,1,277959,116805,415789,274211,110391,415724
4302,8,1,184912,151157,43862,178813,144509,438664
4303,8,1,194708,144492,477432,189198,13844,477561
4304,8,1,117971,348936,445469,110618,345922,445547
4305,8,1,11634,33385,484282,110441,331908,484462
4306,8,1,148863,460749,507113,143152,461251,507356
4307,8,1,142416,444317,545926,136945,44428,546196
4308,8,1,343875,726526,513962,34156,732048,514196
4309,8,1,328888,712934,552775,32739,717282,553035
4310,8,1,455262,808621,575606,456118,815077,57586
4311,8,1,43886,798447,614419,438515,80378,614616
4312,8,1,722041,883195,582455,72733,890592,582747
4313,8,1,708314,884353,621268,712704,891794,621507
4314,8,1,805292,855508,644099,811953,862722,644226
4315,8,1,794932,861515,682912,801097,868791,68294
4316,8,1,88458,680929,356428,891277,683586,356207
4317,8,1,777404,407745,363277,781998,406055,363081
4318,8,1,78862,423903,40209,791363,42217,401937
4319,8,1,685782,301053,424921,688026,297259,424936
4320,8,1,700108,315408,463734,704114,313092,463779
4321,8,1,413113,131913,43177,411819,126246,431822
4322,8,1,429321,13708,470583,429322,13325,470684
4323,8,1,305798,115202,493414,303466,110596,493641
4324,8,1,32027,115468,532227,317745,108948,532482
4325,8,1,13356,21506,500264,128263,211312,500522
4326,8,1,138952,204198,539076,13468,200186,539345
4327,8,1,115211,304628,561907,110718,302561,562181
4328,8,1,115715,290546,60072,109944,287471,60097
4329,8,1,21138,576097,568757,208618,578333,569053
4330,8,1,200698,559799,607569,196682,561075,607806
4331,8,1,299892,684592,630401,297186,687803,630554
4332,8,1,285937,669895,669213,283119,67242,669278
4333,8,1,570679,86292,63725,572333,86962,637358
4334,8,1,55434,857081,676063,555795,864326,676087
4335,8,1,67973,884532,698894,683624,892182,698782
4336,8,1,664925,883553,737706,667492,890395,737501
4337,8,1,861048,795802,705743,868212,80208,705663
4338,8,1,854987,806117,744556,861959,812952,744372
4339,8,1,884285,709454,767387,891557,714065,767111
4340,8,1,883069,723148,8062,890781,728763,805887
4341,8,1,863369,572013,418072,86705,572303,41803
4342,8,1,868481,588209,456885,87422,589565,45689
4343,8,1,80943,456611,479716,815398,456191,47988
4344,8,1,818985,4731,518528,825415,472312,51878
4345,8,1,577428,21228,486565,579496,209288,486763
4346,8,1,593573,223539,525378,595513,218871,525602
4347,8,1,4621,14942,548209,461693,14251,548482
4348,8,1,47861,15657,587022,478344,149013,587315
4349,8,1,215975,133148,555058,212048,127414,555362
4350,8,1,227407,12849,593871,222436,121366,594124
4351,8,1,151732,184135,616702,145411,178429,616878
4352,8,1,159095,174972,655515,152512,168195,655654
4353,8,1,131519,411791,623551,125576,410721,62372
4354,8,1,12709,395759,662364,119731,393356,662408
4355,8,1,181015,5269,685195,175849,52708,685111
4356,8,1,172051,51036,724008,165941,509444,723825
4357,8,1,406427,776461,692044,40553,781363,691957
4358,8,1,390456,76469,730857,388173,767972,730632
4359,8,1,52139,84343,753688,521044,848411,753414
4360,8,1,504841,835644,792501,504281,840646,79217
4361,8,1,772593,87151,760538,778034,87924,760273
4362,8,1,760656,87548,79935,765262,883088,799041
4363,8,1,840905,825028,822181,84641,831315,821916
4364,8,1,83291,833589,860994,837947,839242,860789
4365,8,1,876649,620081,53451,884792,621937,534828
4366,8,1,879691,635698,573323,887053,637797,573668
4367,8,1,727622,345116,541359,732281,341676,54169
4368,8,1,740759,360415,580172,744909,357134,580526
4369,8,1,625313,247572,603003,627442,241359,603307
4370,8,1,64085,260301,641816,642243,255858,64207
4371,8,1,350185,118136,609853,346715,109567,61008
4372,8,1,365573,120532,648665,362073,111631,648838
4373,8,1,251764,121245,671496,245829,1123,671552
4374,8,1,264644,118672,710309,259866,110932,710271
4375,8,1,118856,263571,678346,111276,258787,6783
4376,8,1,121487,250728,717159,112395,244532,717016
4377,8,1,120309,364302,73999,111456,360628,739762
4378,8,1,117971,348936,778802,109117,345098,778537
4379,8,1,259241,639585,746839,254941,640782,746548
4380,8,1,246549,624028,785652,240368,625733,785325
4381,8,1,35915,739699,808483,355883,743543,808137
4382,8,1,343875,726526,847295,340531,730866,846983
4383,8,1,634427,879468,815332,636531,886812,815013
4384,8,1,61879,876369,854145,620508,88419,853862
4385,8,1,735356,881328,876976,739062,888186,876804
4386,8,1,722041,883195,915789,725789,889609,915724
4387,8,1,878513,749272,883825,886578,754775,883696
4388,8,1,875181,761653,922638,882931,76722,922579
4389,8,1,836306,506199,596154,841435,505675,596488
4390,8,1,84404,522746,634967,849038,522562,63523
4391,8,1,765673,391758,657798,769079,389409,657971
4392,8,1,777404,407745,696611,782382,406918,696635
4393,8,1,511717,172763,664647,510921,166495,664777
4394,8,1,528254,181776,70346,528642,176674,703493
4395,8,1,397066,127427,726291,394767,12013,726189
4396,8,1,413113,131913,765104,411947,126092,764891
4397,8,1,175701,158468,73314,16865,151474,732917
4398,8,1,184912,151157,771953,178943,144477,771712
4399,8,1,128846,22645,794784,121594,221208,794518
4400,8,1,13356,21506,833597,127924,211219,833305
4401,8,1,15596,477254,801633,148154,476637,801341
4402,8,1,148863,460749,840446,141829,460238,840192
4403,8,1,222596,592255,863277,218002,593945,863081
4404,8,1,21138,576097,90209,208637,57783,901937
4405,8,1,471746,818224,870127,470805,824346,869917
4406,8,1,455262,808621,908939,454786,814537,1
4407,8,1,586887,868087,93177,588181,873754,931822
4408,8,1,570679,86292,970583,570678,86675,970684
4409,8,1,815088,848843,93862,821187,855491,938664
4410,8,1,805292,855508,977432,810803,86156,977561
4411,8,1,88366,66615,650948,890284,66888,651105
4412,8,1,88458,680929,689761,892079,684885,689815
4413,8,1,857584,555683,712592,864663,55722,712511
4414,8,1,863369,572013,751405,869727,573927,751245
4415,8,1,671112,287066,719442,67374,284355,719329
4416,8,1,685782,301053,758254,688763,298694,758064
4417,8,1,56114,201553,781085,562298,197825,780833
4418,8,1,577428,21228,819898,579669,209598,819598
4419,8,1,291686,115647,787935,288493,109792,787661
4420,8,1,305798,115202,826748,303854,110868,82647
4421,8,1,205068,138485,849579,201191,134364,849341
4422,8,1,215975,133148,888391,212184,127719,888178
4423,8,1,11542,319071,856428,108723,316414,856207
4424,8,1,115211,304628,895241,110349,301905,895047
4425,8,1,136631,427987,918072,13295,427697,91803
4426,8,1,131519,411791,956885,12578,410435,95689
4427,8,1,314218,698947,924921,311974,702741,924936
4428,8,1,299892,684592,963734,295886,686908,963779
4429,8,1,422572,78772,986565,420504,790712,986763
4430,8,1,694202,884798,993414,696534,889404,99364
4431,8,1,799302,440201,774236,804439,440132,774016
4432,8,1,80943,456611,813049,815804,457707,812791
4433,8,1,714063,330105,83588,718323,328922,83564
4434,8,1,727622,345116,874693,73306,342908,874498
4435,8,1,44566,142919,842729,445638,137434,842489
4436,8,1,4621,14942,881542,462522,143661,881341
4437,8,1,335075,116447,904373,333185,110526,904252
4438,8,1,350185,118136,943186,347417,111178,94317
4439,8,1,145013,193883,911222,13888,188161,911137
4440,8,1,151732,184135,950035,144916,177985,950038
4441,8,1,116931,276852,972866,1101,272904,972987
4442,8,1,19057,543389,979716,184601,543809,97988
4443,8,1,87291,604241,829031,881496,607957,828762
4444,8,1,876649,620081,867843,885369,623543,867627
4445,8,1,827949,48964,890674,834356,490183,890556
4446,8,1,836306,506199,929487,84213,506731,929491
4447,8,1,609544,23531,897524,612608,230966,897405
4448,8,1,625313,247572,936337,628171,242705,936282
4449,8,1,495159,164356,959168,494786,158759,959219
4450,8,1,511717,172763,99798,511294,166397,998139
4451,8,1,239344,12452,966017,233869,11705,966125
4452,8,1,882029,651064,945469,889382,654078,945547
4453,8,1,88366,66615,984282,889559,668092,984462
4454,8,1,753451,375972,952318,758558,373343,952418
4455,8,1,765673,391758,991131,770068,388623,991301
4456,8,2,868038,805107,67216,880048,80782,6688
4457,8,2,445582,810475,19597,457075,82168,19945
4458,8,2,700567,893679,43407,716241,905765,43399
4459,8,2,791515,87492,91026,807586,883923,91177
4460,8,2,770925,882851,162454,785561,891624,162355
4461,8,2,8929,718211,114835,899966,714916,114538
4462,8,2,889924,74209,186264,897013,739225,18582
4463,8,2,306888,700567,43407,315573,712057,43614
4464,8,2,281789,674689,114835,289194,685622,114944
4465,8,2,562931,868038,67216,57746,881156,67736
4466,8,2,533712,85656,138645,546573,868865,138899
4467,8,2,647834,889924,186264,662649,901937,186782
4468,8,2,620152,884767,257693,633578,896266,257911
4469,8,2,843088,838784,210073,855278,841761,210069
4470,8,2,827698,852825,281502,84073,857495,281227
4471,8,2,877458,785659,329121,887783,785624,329019
4472,8,2,868038,805107,40055,880048,80782,400213
4473,8,2,131962,194893,67216,119952,19218,6688
4474,8,2,135107,445582,19597,135235,45409,1937
4475,8,2,12508,416595,91026,123892,423602,90463
4476,8,2,177152,533712,138645,180679,543532,138505
4477,8,2,161216,504304,210073,162102,513937,209822
4478,8,2,388074,770925,162454,398522,783216,162806
4479,8,2,36018,74882,233883,369049,760591,234059
4480,8,2,474873,827698,281502,486423,839914,281967
4481,8,2,445582,810475,352931,457075,82168,353278
4482,8,2,725324,892257,305312,740541,902521,305553
4483,8,2,700567,893679,37674,716242,905766,376732
4484,8,2,791515,87492,424359,807586,883923,42451
4485,8,2,770925,882851,495788,785561,891624,495689
4486,8,2,8929,718211,448169,899966,714916,447872
4487,8,2,889924,74209,519597,897013,739225,519153
4488,8,2,554418,189525,19597,542926,17832,19945
4489,8,2,299433,106321,43407,283759,94235,43399
4490,8,2,208485,12508,91026,192414,116077,91177
4491,8,2,229075,117149,162454,214439,108376,162356
4492,8,2,1071,281789,114835,100034,285084,114539
4493,8,2,110076,25791,186264,102987,260775,18582
4494,8,2,11136,36018,233883,107708,366875,233636
4495,8,2,107743,333067,305312,103251,338172,304857
4496,8,2,235386,620152,257693,24051,631782,257715
4497,8,2,214341,591798,329121,21882,602396,328989
4498,8,2,306888,700567,37674,315573,712057,376947
4499,8,2,281789,674689,448169,289194,685623,448277
4500,8,2,562931,868038,40055,57746,881156,401069
4501,8,2,533712,85656,471978,546574,868866,472233
4502,8,2,647834,889924,519597,66265,901937,520115
4503,8,2,620152,884767,591026,633578,896266,591244
4504,8,2,843088,838784,543407,855278,841761,543402
4505,8,2,827698,852825,614835,84073,857494,61456
4506,8,2,877458,785659,662454,887783,785624,662352
4507,8,2,868038,805107,733883,880048,80782,733547
4508,8,2,693112,299433,43407,684427,287943,43614
4509,8,2,718211,325311,114835,710806,314378,114944
4510,8,2,437069,131962,67216,42254,118844,67736
4511,8,2,466288,14344,138645,453427,131134,1389
4512,8,2,352166,110076,186264,33735,98063,186782
4513,8,2,379848,115233,257693,366422,103734,257911
4514,8,2,156912,161216,210073,144722,158239,210069
4515,8,2,172302,147175,281502,15927,142506,281227
4516,8,2,122542,214341,329121,112217,214376,329019
4517,8,2,131962,194893,40055,119952,19218,400213
4518,8,2,135107,445582,352931,135235,45409,352704
4519,8,2,12508,416595,424359,123892,423603,423796
4520,8,2,177152,533712,471978,180679,543532,471839
4521,8,2,161216,504304,543407,162102,513937,543155
4522,8,2,388074,770925,495788,398523,783216,49614
4523,8,2,36018,74882,567216,369049,760591,567392
4524,8,2,474873,827698,614835,486423,839914,615301
4525,8,2,445582,810475,686264,457075,82168,686611
4526,8,2,725324,892257,638645,740541,902521,638886
4527,8,2,700567,893679,710073,716242,905765,710066
4528,8,2,791515,87492,757693,807586,883923,757843
4529,8,2,770925,882851,829121,785561,891624,829022
4530,8,2,8929,718211,781502,899966,714915,781205
4531,8,2,889924,74209,852931,897013,739225,852486
4532,8,2,864893,554418,19597,864765,54591,1937
4533,8,2,87492,583405,91026,876108,576397,90463
4534,8,2,822848,466288,138645,819321,456468,138505
4535,8,2,838784,495696,210073,837898,486063,209822
4536,8,2,611926,229075,162454,601478,216784,162806
4537,8,2,63982,25118,233883,630951,239409,234059
4538,8,2,525127,172302,281502,513577,160086,281967
4539,8,2,554418,189525,352931,542925,17832,353278
4540,8,2,274676,107743,305312,259459,97479,305553
4541,8,2,299433,106321,37674,283758,94234,376732
4542,8,2,208485,12508,424359,192414,116077,42451
4543,8,2,229075,117149,495788,214439,108376,495689
4544,8,2,1071,281789,448169,100034,285084,447872
4545,8,2,110076,25791,519597,102987,260775,519153
4546,8,2,11136,36018,567216,107708,366875,56697
4547,8,2,107743,333067,638645,103251,338172,63819
4548,8,2,235386,620152,591026,24051,631782,591049
4549,8,2,214341,591798,662454,21882,602396,662323
4550,8,2,306888,700567,710073,315573,712057,710281
4551,8,2,281789,674689,781502,289194,685622,78161
4552,8,2,562931,868038,733883,57746,881156,734403
4553,8,2,533712,85656,805312,546574,868866,805566
4554,8,2,647834,889924,852931,66265,901937,853448
4555,8,2,620152,884767,924359,633578,896266,924577
4556,8,2,843088,838784,87674,855278,841761,876735
4557,8,2,827698,852825,948169,84073,857494,947893
4558,8,2,877458,785659,995788,887783,785624,995685
4559,8,2,88864,63982,233883,892292,633125,233636
4560,8,2,892257,666933,305312,896749,661828,304857
4561,8,2,764614,379848,257693,75949,368218,257715
4562,8,2,785659,408202,329121,78118,397604,328989
4563,8,2,693112,299433,37674,684427,287943,376947
4564,8,2,718211,325311,448169,710806,314378,448277
4565,8,2,437069,131962,40055,42254,118843,401069
4566,8,2,466288,14344,471978,453426,131134,472233
4567,8,2,352166,110076,519597,33735,98063,520115
4568,8,2,379848,115233,591026,366422,103734,591244
4569,8,2,156912,161216,543407,144722,158239,543402
4570,8,2,172302,147175,614835,15927,142506,61456
4571,8,2,122542,214341,662454,112217,214376,662352
4572,8,2,131962,194893,733883,119952,19218,733547
4573,8,2,135107,445582,686264,135235,45409,686037
4574,8,2,12508,416595,757693,123892,423602,75713
4575,8,2,177152,533712,805312,180679,543531,805172
4576,8,2,161216,504304,87674,162102,513937,876489
4577,8,2,388074,770925,829121,398522,783216,829473
4578,8,2,36018,74882,90055,369049,760591,900725
4579,8,2,474873,827698,948169,486423,839914,948634
4580,8,2,725324,892257,971978,740541,902521,97222
4581,8,2,864893,554418,352931,864765,54591,352703
4582,8,2,87492,583405,424359,876108,576398,423796
4583,8,2,822848,466288,471978,819321,456468,471839
4584,8,2,838784,495696,543407,837898,486063,543155
4585,8,2,611926,229075,495788,601477,216784,49614
4586,8,2,63982,25118,567216,630951,239409,567392
4587,8,2,525127,172302,614835,513577,160086,615301
4588,8,2,554418,189525,686264,542925,17832,686611
4589,8,2,274676,107743,638645,259459,97479,638886
4590,8,2,299433,106321,710073,283759,94234,710066
4591,8,2,208485,12508,757693,192414,116077,757843
4592,8,2,229075,117149,829121,214439,108376,829022
4593,8,2,1071,281789,781502,100034,285084,781205
4594,8,2,110076,25791,852931,102987,260775,852486
4595,8,2,11136,36018,90055,107708,366875,900303
4596,8,2,107743,333067,971978,103251,338172,971523
4597,8,2,235386,620152,924359,24051,631782,924382
4598,8,2,214341,591798,995788,21882,602396,995656
4599,8,2,88864,63982,567216,892292,633125,56697
4600,8,2,892257,666933,638645,896749,661828,63819
4601,8,2,764614,379848,591026,75949,368218,591049
4602,8,2,785659,408202,662454,78118,397604,662323
4603,8,2,693112,299433,710073,684427,287943,710281
4604,8,2,718211,325311,781502,710806,314378,78161
4605,8,2,437069,131962,733883,42254,118844,734403
4606,8,2,466288,14344,805312,453427,131134,805566
4607,8,2,352166,110076,852931,33735,98063,853448
4608,8,2,379848,115233,924359,366422,103734,924578
4609,8,2,156912,161216,87674,144722,158239,876735
4610,8,2,172302,147175,948169,15927,142506,947893
4611,8,2,122542,214341,995788,112217,214376,995685
4612,8,2,864893,554418,686264,864765,54591,686037
4613,8,2,87492,583405,757693,876108,576397,75713
4614,8,2,822848,466288,805312,819321,456468,805172
4615,8,2,838784,495696,87674,837899,486063,876489
4616,8,2,611926,229075,829121,601478,216784,829473
4617,8,2,63982,25118,90055,630951,239409,900725
4618,8,2,525127,172302,948169,513577,160086,948634
4619,8,2,274676,107743,971978,259459,97479,97222
4620,8,2,88864,63982,90055,892292,633125,900303
4621,8,2,892257,666933,971978,896749,661828,971523
4622,8,2,764614,379848,924359,75949,368218,924382
4623,8,2,785659,408202,995788,78118,397604,995656
4624,8,3,87636,811977,288,879583,815289,28794
4625,8,3,724804,901639,13336,72562,906936,13398
4626,8,3,80287,881137,37391,805163,885162,37482
4627,8,3,775711,891919,70037,778165,896673,70043
4628,8,3,900422,736367,52855,905807,739285,5279
4629,8,3,894483,766868,85501,899418,769614,85477
4630,8,3,902285,714776,142202,907419,716407,14214
4631,8,3,350976,749377,6463,346133,754906,6517
4632,8,3,315398,717541,39109,310085,7212,39088
4633,8,3,594203,886078,21927,593506,891985,21947
4634,8,3,555788,873186,54573,554538,877326,54582
4635,8,3,656079,899427,78628,656658,903788,78621
4636,8,3,619342,892655,111274,619406,896795,111205
4637,8,3,841672,855243,94092,845045,858276,94126
4638,8,3,819403,871944,126738,82324,876211,126718
4639,8,3,871533,820053,150793,876498,823032,150799
4640,8,3,854738,842236,183439,858411,844646,183413
4641,8,3,10114,253204,8181,98297,250829,83
4642,8,3,142733,482086,23645,137893,481907,23638
4643,8,3,202207,585731,477,196088,587194,47737
4644,8,3,177329,547167,80346,169646,547254,80296
4645,8,3,413225,797073,63164,410173,800564,63242
4646,8,3,375497,769313,9581,37144,771527,95776
4647,8,3,477745,836995,119865,475961,839735,119838
4648,8,3,438854,814038,152511,436707,818448,152469
4649,8,3,713871,902325,135329,71632,906965,135272
4650,8,3,679773,901851,167975,68152,906637,167832
4651,8,3,766066,894695,19203,769504,898755,191971
4652,8,3,735501,900531,224676,739326,905155,224592
4653,8,3,891673,776489,207494,896791,777837,207495
4654,8,3,880791,803573,24014,885476,804737,240123
4655,8,3,901564,72569,264195,90834,726164,264191
4656,8,3,89688,756967,296841,903885,758977,296813
4657,8,3,145262,157764,16773,143906,154977,16848
4658,8,3,165403,13881,49419,164547,135729,49432
4659,8,3,10044,342936,32236,96439,341616,32371
4660,8,3,9754,307716,64882,92273,304937,64978
4661,8,3,113621,404758,88937,105826,403159,89034
4662,8,3,104471,36726,121584,97272,365496,121681
4663,8,3,249784,648031,104401,242764,650463,104393
4664,8,3,220368,611013,137047,212945,613599,137019
4665,8,3,303909,706457,161102,299273,71141,161109
4666,8,3,270724,671954,193748,266442,677499,193744
4667,8,3,542847,868099,176566,543395,873817,176467
4668,8,3,503812,850546,209212,504492,85677,209154
4669,8,3,606829,889571,233267,609789,896338,233198
4670,8,3,568669,877881,265913,571325,884373,265853
4671,8,3,8113,876738,248731,815193,878864,24871
4672,8,3,785066,888731,281377,790251,892922,281278
4673,8,3,848388,848922,305432,854616,85222,30542
4674,8,3,827172,866759,338078,833042,87124,337994
4675,8,3,902583,703637,353542,909433,705405,353558
4676,8,3,59946,211882,18491,604029,208738,18324
4677,8,3,320227,98149,1309,320762,943,1353
4678,8,3,35602,102414,33955,356861,98056,33958
4679,8,3,264499,99469,5801,263704,94898,58097
4680,8,3,297286,97411,90656,296613,92137,90729
4681,8,3,119209,196427,73474,115867,193088,73532
4682,8,3,133683,172206,10612,129791,168003,10611
4683,8,3,10312,243033,130175,974,239866,130205
4684,8,3,111548,21418,162821,106336,211086,162767
4685,8,3,136911,469072,145638,129889,469783,145717
4686,8,3,121752,430278,178285,117063,43153,178383
4687,8,3,169702,534195,20234,165831,53756,202447
4688,8,3,14893,495119,234986,146124,497821,235099
4689,8,3,363165,759481,217803,361761,766891,217837
4690,8,3,32708,728396,250449,325425,735693,250446
4691,8,3,426001,805716,274504,427065,813214,274577
4692,8,3,38796,778862,307151,388687,786388,30714
4693,8,3,668014,900849,289968,67273,907439,289872
4694,8,3,63173,895328,322614,636082,902969,322536
4695,8,3,724804,901639,346669,730332,908512,346619
4696,8,3,691344,902431,379315,695897,909359,379245
4697,8,3,87636,811977,362133,880776,813714,36222
4698,8,3,860717,835191,394779,864057,837411,394805
4699,8,3,894483,766868,418834,899192,769717,419057
4700,8,3,884823,794851,45148,888902,798556,451619
4701,8,3,80641,427052,3027,81303,426608,2883
4702,8,3,729276,328046,27082,73591,325386,26999
4703,8,3,760298,364171,59728,766889,361644,59689
4704,8,3,496188,149454,42546,498752,145723,42479
4705,8,3,53526,170314,75192,538344,165798,75068
4706,8,3,431331,122119,99247,432371,116769,99266
4707,8,3,470138,137374,131893,470787,129591,131877
4708,8,3,214934,111269,114711,211947,106004,114754
4709,8,3,243857,102942,147357,241032,97417,147415
4710,8,3,172828,133241,171412,16884,129374,171396
4711,8,3,19713,118863,204058,193489,115168,20405
4712,8,3,97417,296363,186876,92867,296088,18689
4713,8,3,99578,263633,219522,95045,262626,21943
4714,8,3,102247,355022,243577,98754,355917,24366
4715,8,3,98086,319271,276223,94891,319447,276195
4716,8,3,211136,598423,259041,209067,603116,259125
4717,8,3,185294,560089,291687,184612,563619,291733
4718,8,3,260128,660076,315742,25929,66527,315789
4719,8,3,229894,623486,348388,228968,626229,348317
4720,8,3,490774,843951,331205,493657,852203,331229
4721,8,3,451772,822031,363852,453219,828298,363778
4722,8,3,555788,873186,387907,55826,879117,38794
4723,8,3,516846,856773,420553,516523,860671,420433
4724,8,3,775711,891919,40337,780176,897505,403417
4725,8,3,745951,899004,436016,748191,903973,435995
4726,8,3,819403,871944,460071,821942,876152,460156
4727,8,3,794122,885136,492718,794862,888942,492687
4728,8,3,902285,714776,475535,906779,717605,475731
4729,8,3,89886,746796,508181,901703,749171,5083
4730,8,3,878248,569722,11618,883551,570748,11581
4731,8,3,889839,607859,44264,896415,609601,4417
4732,8,3,85107,504881,68319,856629,504317,68351
4733,8,3,86853,54391,100965,874185,543403,100971
4734,8,3,67292,271604,83783,677988,266415,83729
4735,8,3,707374,304843,116429,711939,299257,116424
4736,8,3,61204,221138,140484,614497,213077,140477
4737,8,3,649024,250623,17313,651099,243054,173144
4738,8,3,36827,104672,155948,366576,9728,156007
4739,8,3,405797,113922,188594,404032,106221,188627
4740,8,3,308656,97569,212649,305545,92328,212704
4741,8,3,343921,100573,245295,342234,96452,245269
4742,8,3,139283,164809,228113,135367,162994,228049
4743,8,3,158328,144757,260759,154729,142351,260674
4744,8,3,115177,205149,284814,11046,20287,284807
4745,8,3,128467,179947,31746,122827,175266,317376
4746,8,3,117486,417474,300278,116239,418933,300384
4747,8,3,10711,379638,332924,103324,378798,332877
4748,8,3,142733,482086,356979,140276,482558,356985
4749,8,3,126415,443154,389625,121855,441388,389514
4750,8,3,315398,717541,372443,314886,721565,372403
4751,8,3,281561,683652,405089,278224,685316,40488
4752,8,3,375497,769313,429144,372788,772334,42899
4753,8,3,338943,739012,46179,333936,742179,461542
4754,8,3,619342,892655,444608,619655,897133,444664
4755,8,3,581479,88218,477254,579766,884963,477202
4756,8,3,679773,901851,501309,679238,9057,501353
4757,8,3,64398,897586,533955,643139,901944,533958
4758,8,3,854738,842236,516773,856094,845023,516848
4759,8,3,834597,86119,549419,835453,864271,549432
4760,8,3,880791,803573,573474,884133,806912,573532
4761,8,3,866317,827794,60612,870209,831997,60611
4762,8,3,901914,680729,109556,907502,681842,109543
4763,8,3,814706,439911,12502,818799,436581,125056
4764,8,3,837579,478813,157666,840134,476052,15764
4765,8,3,770106,376514,181721,77193,371622,181793
4766,8,3,797793,414269,214367,801382,410529,214315
4767,8,3,548228,177969,197185,548138,170269,197287
4768,8,3,586775,202927,229831,588022,197121,229867
4769,8,3,483154,143227,253886,482721,138715,253952
4770,8,3,522255,163005,286532,522932,159033,286548
4771,8,3,254049,100996,26935,251395,97905,269355
4772,8,3,286129,97675,301996,282864,92553,301932
4773,8,3,205878,114864,326051,200747,108397,326111
4774,8,3,233934,105305,358697,229663,98462,358654
4775,8,3,10114,253204,341515,95291,249495,341485
4776,8,3,108327,223511,374161,101714,217757,374073
4777,8,3,9754,307716,398216,92104,303972,398185
4778,8,3,98436,27431,430862,94851,271193,430776
4779,8,3,177329,547167,41368,172495,5467,413598
4780,8,3,155495,508158,446326,149246,507043,446237
4781,8,3,220368,611013,470381,213725,612104,470245
4782,8,3,19359,572948,503027,18697,573392,502883
4783,8,3,438854,814038,485845,435191,816836,485749
4784,8,3,40054,788118,518491,395971,791262,518324
4785,8,3,503812,850546,542546,501248,854277,542479
4786,8,3,46474,829686,575192,461656,834202,575068
4787,8,3,735501,900531,55801,736296,905102,558097
4788,8,3,702714,902589,590656,703387,907863,590729
4789,8,3,785066,888731,614711,788053,893996,614754
